Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000315,"Feb 23, 2026 02:24 PM","Feb 23, 2026 02:29 PM",IP Address,100,344,Y,"Feb 23, 2026 02:30 PM",social,EN,info@summitdecoratedgoodsst.example,Summit Decorated Goods Studio,West,6-10,$250k-$500k,14 years,5-head,Decorated apparel,Mostly consumers,spreadsheet + stitch count,only when vendors raise prices,Always,We review and adjust,"Yes, documented",Yes,Rough estimate,Partially,Depends on the job,Depends on the job,Built into our quote process,Rough estimate,Rush jobs are where we get into trouble.,clean
R_PD_000316,04/23/2026 18:39,04/23/26 06:48 PM,IP Address,100,554,TRUE,2026-04-23T18:50:05Z,web,English, sales@mapleapparelllc.example ,Maple Apparel LLC,South,2-5,under $50k,8 yrs,5,Custom embroidery,Mixed,costing worksheet,,Built into our quote process,Depends on the job,Depends on the job,I have a basic spreadsheet,Rough estimate,For larger jobs only,Sometimes,For larger jobs only,We use a calculator/spreadsheet,We review and adjust,We are trying to stop undercharging.,clean
R_PD_000317,03/07/2026 07:00,03/07/26 07:13 AM,IP Address,100,771,Complete,03/07/2026 07:14,newsletter,en-US,info@prairiewearablescollec.example,Prairie Wearables Collective,Northeast,Solo,100k-250k,about 24,2-head,Contract embroidery,Contract/B2B,mostly stitch count,every year,Depends on the job,I have a basic spreadsheet,I don't track this,Yes,Sometimes,Partially,For larger jobs only,I have a basic spreadsheet,Not yet,I usually guess,Most customers compare us by stitch count.,clean
R_PD_000318,"Mar 21, 2026 11:41 PM","Mar 21, 2026 11:49 PM",IP Address,100,451,TRUE,03/21/26 11:49 PM,social,EN,sales6@rivermonogramsllc.example,River Monograms LLC,Northeast,over 25,250k-500k,27,24 heads,Mixed services,Schools/teams,what competitors charge,4x a year,"Yes, documented",Built into our quote process,Built into our quote process,"Yes, documented",We use a calculator/spreadsheet,We use a calculator/spreadsheet,Always,Always,We use a calculator/spreadsheet,Always,We are trying to stop undercharging.,clean
R_PD_000319,04/22/2026 12:38,2026-04-22T12:52:34Z,IP Address,100,831,Y,2026-04-22 12:54:00,web,en-US,OFFICE0@NEEDLEMONOGRAMSLLC.EXAMPLE,Needle Monograms LLC,West,11-25 employees,$1m+,27 years,5 machines,Decorated apparel,Contract/B2B,stitch count,yearly,Depends on the job,No,Partially,Sometimes,Not yet,I don't track this,I have a basic spreadsheet,I usually guess,No,No consistent process,I need a better way to account for setup time.,clean
R_PD_000320,04/03/26 07:55 PM,04/03/26 07:59 PM,IP Address,100,258,True,2026-04-03 20:00:11,anonymous,en-US,sales@summitworksllc.example,Summit Works LLC,Midwest,one-person shop,About $250k-$500k,since 2018,single head,Mixed services,Mostly consumers,stitch rate,when costs change,Sometimes,Sometimes,Depends on the job,For larger jobs only,Depends on the job,Partially,For larger jobs only,Sometimes,Rough estimate,Rough estimate,Pricing is the hardest part of the business.,clean
R_PD_000321,2026-05-16 11:05:21,05/16/26 11:13 AM,IP Address,100,505,Y,05/16/2026 11:14,newsletter,EN,quotes@hoopteamwearcollective.example,Hoop Teamwear Collective,Midwest,one-person shop,,about 2,3 heads,Decorated apparel,Mixed,mostly stitch count,when costs change,Built into our quote process,For larger jobs only,Depends on the job,Sometimes,Rough estimate,Partially,I don't track this,Rough estimate,Sometimes,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000322,2026-02-11 01:10:15,02/11/2026 01:17,IP Address,100,430,TRUE,02/11/2026 01:18,email,English,owner@summitdesignsstudio.example,Summit Designs Studio,West,3 employees,$100k-$250k,about 11,2-head,Custom embroidery,Schools/teams,depends,if supplies go up,I have a basic spreadsheet,No,Not really,I usually guess,No,I usually guess,Not really,Not yet,Not yet,Not really,I need a better way to account for setup time.,clean
R_PD_000323,02/08/2026 06:49,2026-02-08T07:01:27Z,IP Address,100,722,TRUE,02/08/2026 07:02,newsletter,English, contact@blueridgewearablesllc.example ,BLUE RIDGE WEARABLES LLC,Midwest,one-person shop,$50k-$100k,1 years,1,Team/school spiritwear,Schools/teams,hybrid,yearly,Yes,I have a basic spreadsheet,Rough estimate,I have a basic spreadsheet,Partially,Yes,We review and adjust,Partially,Not yet,For larger jobs only,,clean
R_PD_000324,2026-04-17T01:39:40Z,2026-04-17 01:48:24,IP Address,100,524,TRUE,04/17/26 01:49 AM,email,EN,quotes6+nnep@summitthreads.example,Summit Threads,Midwest,2-5,under $50k,18,five,Decorated apparel,Contract/B2B,spreadsheet + stitch count,when costs change,Yes,Always,Yes,Built into our quote process,"Yes, documented",Yes,Built into our quote process,Rough estimate,Built into our quote process,Built into our quote process,Pricing is the hardest part of the business.,clean
R_PD_000325,2026-05-12T00:28:44Z,"May 12, 2026 12:40 AM",IP Address,100,728,TRUE,05/12/2026 00:40,anonymous,en-US, hello@blueridgestitchcocolle.example ,Blue Ridge Stitch Co. Collective,Northeast,Solo,About $50k-$100k,15 yrs,5 heads,Mixed services,Mostly consumers,I quote each job,every year,Partially,We review and adjust,We review and adjust,Rough estimate,I have a basic spreadsheet,Sometimes,I have a basic spreadsheet,I have a basic spreadsheet,Sometimes,I have a basic spreadsheet,,clean
R_PD_000326,2026-03-24 00:16:33,2026-03-24T00:23:53Z,IP Address,100,440,Y,2026-03-24T00:24:01Z,email,en-US,info@magnoliamonogramsllc.example,Magnolia Monograms LLC,Northeast,Solo,Under $50k,2 yrs,2 machines,Custom embroidery,Mixed,custom quote,every job,Not yet,Rough estimate,I usually guess,No consistent process,I usually guess,I usually guess,Not yet,Not really,I have a basic spreadsheet,No,I need a better way to account for setup time.,clean
R_PD_000327,2026-05-02T04:25:53Z,05/02/26 04:36 AM,IP Address,100,632,Y,05/02/2026 04:36,newsletter,en-US,info@bobbinneedleworksgroup.example,BOBBIN NEEDLEWORKS GROUP,South,larger shop,250k-500k,31 years,10+,Decorated apparel,Small business/local orgs,job costing,each quarter,Always,We review and adjust,We use a calculator/spreadsheet,Built into our quote process,"Yes, documented","Yes, documented",Always,Always,"Yes, documented",We use a calculator/spreadsheet,,clean
R_PD_000328,2026-03-19T15:03:21Z,03/19/2026 15:11,IP Address,100,500,TRUE,03/19/26 03:12 PM,email,en-US,quotes@prairieembroidery.example,Prairie Embroidery,Northeast,solo,About $50k-$100k,12,1,Custom embroidery,Small business/local orgs,hybrid,annually,Depends on the job,Built into our quote process,Built into our quote process,Always,"Yes, documented",Yes,Sometimes,For larger jobs only,Rough estimate,Partially,I need a better way to account for setup time.,clean
R_PD_000329,2026-04-07 02:21:22,"Apr 07, 2026 02:30 AM",IP Address,100,555,Complete,04/07/26 02:32 AM,web,en-US,contact4@crowncreativeshop.example,Crown Creative Shop,Midwest,owner only,Under $50k,less than 1,2,Decorated apparel,Small business/local orgs,per 1000 stitches,when I remember,No consistent process,Not really,Depends on the job,No,No consistent process,No,I usually guess,I don't track this,Not yet,I don't track this,Pricing is the hardest part of the business.,clean
R_PD_000330,05/04/2026 14:51,2026-05-04T14:52:41Z,IP Address,100,45,TRUE,"May 04, 2026 02:52 PM",email,English,OFFICE@STITCHPRINTSTITCHLLC.EXAMPLE,Stitch Print & Stitch LLC,South,about 8,$1M+,1 years,3,Decorated apparel,Mostly consumers,hourly,,Depends on the job,No,I don't track this,I don't track this,No,I don't track this,Not really,I usually guess,I usually guess,I usually guess,Most customers compare us by stitch count.,clean
R_PD_000331,2026-05-08T00:44:13Z,05/08/26 12:55 AM,IP Address,100,649,True,05/08/2026 00:56,web,en-US, sales@blueridgebrandingcolle.example ,Blue Ridge Branding Collective,South,just me,$100k-$250k,3 yrs,1 heads,Mixed services,Corporate/commercial,cost+margin,quarterly,We review and adjust,We use a calculator/spreadsheet,I have a basic spreadsheet,We use a calculator/spreadsheet,We use a calculator/spreadsheet,We use a calculator/spreadsheet,For larger jobs only,"Yes, documented",Partially,Always,,clean
R_PD_000332,03/16/2026 16:44,03/16/2026 16:52,IP Address,100,485,TRUE,2026-03-16T16:53:42Z,email,English,sales@bobbinlogoshopllc.example,Bobbin Logo Shop LLC,South,6-10 employees,About $1M+,more than 20,2-head,Custom embroidery,Corporate/commercial,stitch rate,before every quote,Always,Rough estimate,I have a basic spreadsheet,Partially,Depends on the job,I don't track this,Depends on the job,Not yet,For larger jobs only,I have a basic spreadsheet,,clean
R_PD_000333,2026-05-01 08:38:58,2026-05-01T08:44:09Z,IP Address,100,311,Complete,"May 01, 2026 08:44 AM",email,en-US,quotes1@lakesideembroiderycoll.example,Lakeside Embroidery Collective,Northeast,solo,,new,2-head,Mixed services,Corporate/commercial,case by case,only when vendors raise prices,For larger jobs only,,Not yet,I don't track this,I don't track this,I have a basic spreadsheet,No consistent process,I usually guess,No consistent process,No consistent process,,clean
R_PD_000334,03/02/2026 18:33,2026-03-02 18:41:40,IP Address,100,466,Complete,03/02/26 06:42 PM,web,EN,sales2@redbarnstitchcocompany.example,Red Barn Stitch Co. Company,West,mid-size shop,,about 21,6 machines,Custom embroidery,Mixed,per 1000 stitches,constantly,Built into our quote process,Yes,Depends on the job,Sometimes,Rough estimate,For larger jobs only,Partially,I have a basic spreadsheet,Rough estimate,Partially,,clean
R_PD_000335,02/25/2026 18:37,02/25/26 06:41 PM,IP Address,100,240,True,02/25/26 06:42 PM,email,en-US, sales@mapleneedleworksstudio.example ,Maple Needleworks Studio,South,solo,About $250k-$500k,33 yrs,2 heads,Mixed services,Contract/B2B,costing worksheet,every few months,We use a calculator/spreadsheet,Always,For larger jobs only,Yes,Yes,I have a basic spreadsheet,Rough estimate,I have a basic spreadsheet,Always,Depends on the job,,clean
R_PD_000336,2026-03-07T04:27:50Z,03/07/26 04:40 AM,IP Address,100,732,True,03/07/2026 04:40,email,EN,,Magnolia Works Studio #1361,West,1,Under 50k,3 years,1 heads,Promotional products,Small business/local orgs,by stitch,annually,Rough estimate,Rough estimate,Partially,For larger jobs only,For larger jobs only,No consistent process,Depends on the job,No consistent process,Partially,Depends on the job,I need a better way to account for setup time.,clean
R_PD_000337,2026-05-23T13:05:06Z,05/23/2026 13:11,IP Address,100,406,TRUE,2026-05-23T13:12:19Z,anonymous,English,sales@brightdesignsllc1363.example,Bright Designs LLC #1363,South,2-5,$100k-$250k,new,2-head,Mixed services,Small business/local orgs,competitive pricing,not often,We review and adjust,For larger jobs only,Always,Depends on the job,I have a basic spreadsheet,Depends on the job,Partially,Partially,Depends on the job,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000338,05/24/26 02:55 PM,05/24/2026 15:07,IP Address,100,726,Complete,05/24/2026 15:08,email,EN,owner0@prairiebrandinggroup13.example,Prairie Branding Group #1364,South,solo,$50k-$100k,2,5,Mixed services,Corporate/commercial,$/hour,when I remember,Not really,I usually guess,I usually guess,Not yet,I don't track this,No,Not really,No consistent process,Not really,Not really,Most customers compare us by stitch count.,clean
R_PD_000339,2026-04-23T04:40:45Z,2026-04-23 04:48:00,IP Address,100,435,TRUE,"Apr 23, 2026 04:49 AM",newsletter,English,contact1@summitneedleworksllc13.example,Summit Needleworks LLC #1365,,owner only,Under 50k,about 4,2 machines,Mixed services,,calculator,when I remember,Rough estimate,Partially,Partially,Rough estimate,Partially,I don't track this,Rough estimate,I have a basic spreadsheet,Rough estimate,Not really,Pricing is the hardest part of the business.,clean
R_PD_000340,2026-02-18T02:22:24Z,2026-02-18T02:27:40Z,IP Address,100,316,True,2026-02-18T02:28:23Z,newsletter,EN,quotes@redbarnstudiocollectiv.example,Red Barn Studio Collective #1366,South,2-5 employees,1M+,since 2004,4 heads,Contract embroidery,Contract/B2B,gut feel,not often,I have a basic spreadsheet,Sometimes,Not really,Depends on the job,No consistent process,Not yet,Rough estimate,Not really,No,Not yet,Rush jobs are where we get into trouble.,clean
R_PD_000341,2026-04-17 04:16:25,"Apr 17, 2026 04:27 AM",IP Address,100,688,Complete,04/17/26 04:28 AM,newsletter,EN,info@brightdesigns1367.example,Bright Designs #1367,South,2 to 5 employees,Prefer not to say,15,six,Team/school spiritwear,Mixed,what the job is worth,quarterly,Yes,Sometimes,I have a basic spreadsheet,For larger jobs only,Not yet,I have a basic spreadsheet,Sometimes,No consistent process,We use a calculator/spreadsheet,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000342,03/26/26 03:15 AM,"Mar 26, 2026 03:28 AM",IP Address,100,781,Y,03/26/2026 03:29,email,EN,hello@crowndesignsllc1368.example,Crown Designs LLC #1368,West,me + 2,About $100k-$250k,1 yrs,3-head,Mixed services,Mixed,materials + markup,constantly,Always,For larger jobs only,Partially,Sometimes,Always,Rough estimate,For larger jobs only,Rough estimate,For larger jobs only,For larger jobs only,Rush jobs are where we get into trouble.,clean
R_PD_000343,2026-06-06T06:45:32Z,2026-06-06 06:55:56,IP Address,100,624,Complete,2026-06-06 06:56:45,web,EN,hello@mainstreetcustomsshop1.example,Main Street Customs Shop #1369,Midwest,small team,About $250k-$500k,about 15,4 machines,Decorated apparel,Corporate/commercial,manual estimate,annually,Depends on the job,Sometimes,I have a basic spreadsheet,I have a basic spreadsheet,Rough estimate,Not really,Depends on the job,I have a basic spreadsheet,Not yet,For larger jobs only,,clean
R_PD_000344,05/11/2026 03:11,05/11/2026 03:15,IP Address,100,288,True,05/11/2026 03:17,web,en-US,office6@ironmonogramscompany13.example,Iron Monograms Company #1370,West,2-5 employees,$50k-$100k,6,4 heads,Contract embroidery,Corporate/commercial,by stitch,annually,We review and adjust,Rough estimate,For larger jobs only,For larger jobs only,I have a basic spreadsheet,Rough estimate,I usually guess,We use a calculator/spreadsheet,"Yes, documented",Partially,I need a better way to account for setup time.,clean
R_PD_000345,05/12/26 12:45 AM,2026-05-12T00:51:45Z,IP Address,100,392,True,05/12/2026 00:52,email,English,hello@stitchteamwearcollecti.example,Stitch Teamwear Collective #1371,Midwest,me + 2,$1m+,12,4-head,Custom embroidery,Small business/local orgs,costing worksheet,when costs change,Always,Partially,Partially,Depends on the job,Depends on the job,Depends on the job,I have a basic spreadsheet,I have a basic spreadsheet,"Yes, documented",Depends on the job,Pricing is the hardest part of the business.,clean
R_PD_000346,"Jun 05, 2026 07:44 PM","Jun 05, 2026 07:56 PM",IP Address,100,756,TRUE,06/05/2026 19:58,newsletter,English,sales@luckyteamwearstudio137.example,Lucky Teamwear Studio #1372,Midwest,me + 2,$1M+,about 15,3 machines,Custom embroidery,Small business/local orgs,market rate,yearly,I have a basic spreadsheet,Partially,Depends on the job,For larger jobs only,Partially,I usually guess,Not really,Depends on the job,Sometimes,Partially,Most customers compare us by stitch count.,clean
R_PD_000347,2026-04-22T13:33:46Z,2026-04-22T13:43:16Z,IP Address,100,570,True,2026-04-22 13:44:41,anonymous,en-US,sales@silverthreadsllc1373.example,Silver Threads LLC #1373,South,11 to 25 employees,500k-1M,21 years,8 machines,Mixed services,Corporate/commercial,what the job is worth,every year,Always,We use a calculator/spreadsheet,We use a calculator/spreadsheet,We review and adjust,For larger jobs only,Partially,Built into our quote process,Yes,Yes,Yes,,clean
R_PD_000348,06/04/26 11:48 AM,06/04/2026 12:01,IP Address,100,805,TRUE,"Jun 04, 2026 12:01 PM",email,en-US,office@needleprintstitch1375.exmaple,Needle Print & Stitch #1375,South,1,$100k-$250k,1 yrs,1 machines,Custom embroidery,Small business/local orgs,hourly,when I remember,No consistent process,I have a basic spreadsheet,Not really,No,Not really,No consistent process,I usually guess,No consistent process,No,No consistent process,Pricing is the hardest part of the business.,clean
R_PD_000349,"Apr 09, 2026 12:56 PM",04/09/26 01:07 PM,IP Address,100,640,TRUE,04/09/26 01:08 PM,social,EN,contact@cedarworkscollective13.example,Cedar Works Collective #1376,Midwest,3 employees,100k-250k,5,5,Custom embroidery,Mixed,custom quote,once a year,Not yet,Depends on the job,Not yet,No,I don't track this,Not yet,I usually guess,No consistent process,I usually guess,I usually guess,We are trying to stop undercharging.,clean
R_PD_000350,2026-02-02T18:53:32Z,2026-02-02T19:05:00Z,IP Address,100,688,Y,2026-02-02T19:06:20Z,anonymous,EN,info@oakwearablesllc1377.example,Oak Wearables LLC #1377,Midwest,about 8,$500k-$1m,more than 20,four,Decorated apparel,Mostly consumers,based on customer value,annually,Yes,Yes,We review and adjust,Always,Built into our quote process,I have a basic spreadsheet,Built into our quote process,"Yes, documented",Yes,Built into our quote process,,clean
R_PD_000351,06/10/26 08:38 PM,"Jun 10, 2026 08:50 PM",IP Address,100,725,TRUE,2026-06-10 20:51:14,web,EN,info@blueridgecustomsstudio.example,Blue Ridge Customs Studio #1378,Northeast,Solo,Under 50k,11 yrs,1 machines,Contract embroidery,Mixed,stitch count,yearly,Depends on the job,For larger jobs only,Depends on the job,I don't track this,Rough estimate,Rough estimate,Not really,,Sometimes,Sometimes,I need a better way to account for setup time.,clean
R_PD_000352,2026-05-04 00:27:45,2026-05-04T00:43:54Z,IP Address,100,969,Complete,"May 04, 2026 12:45 AM",email,English,office1+nnep@oakthreadsllc1379.example,Oak Threads LLC #1379,West,3 employees,,4 yrs,2-head,,Mixed,mostly stitch count,once a year,Sometimes,I have a basic spreadsheet,No,For larger jobs only,No consistent process,No consistent process,I usually guess,I don't track this,Not yet,Depends on the job,I need a better way to account for setup time.,clean
R_PD_000353,2026-03-14 16:39:54,"Mar 14, 2026 04:48 PM",IP Address,100,520,Complete,03/14/26 04:49 PM,social,EN,quotes@ironcreative1380.example,Iron Creative #1380,West,just me,$250k-$500k,5,2,Mixed services,Contract/B2B,case by case,each estimate,Rough estimate,I have a basic spreadsheet,Rough estimate,I have a basic spreadsheet,I don't track this,I usually guess,Depends on the job,I usually guess,I usually guess,I usually guess,,clean
R_PD_000354,"May 20, 2026 06:53 AM","May 20, 2026 07:02 AM",IP Address,100,549,TRUE,05/20/2026 07:03,web,English,quotes@bobbinteamwearcollecti.example,Bobbin Teamwear Collective #1381,South,6-10,$250k-$500k,more than 20,3,Custom embroidery,Mixed,hybrid,as needed,Always,We use a calculator/spreadsheet,Always,"Yes, documented",Always,Always,Yes,"Yes, documented",We review and adjust,We review and adjust,,clean
R_PD_000355,"May 31, 2026 06:34 PM",05/31/2026 18:42,IP Address,100,467,Y,2026-05-31T18:42:29Z,newsletter,EN,sales4@mapleapparelcompany138.example,Maple Apparel Company #1382,South,26+,$1m+,about 13,30 heads,Decorated apparel,Corporate/commercial,by stitch,quarterly,Yes,We use a calculator/spreadsheet,We review and adjust,We review and adjust,Always,Always,Partially,Depends on the job,Always,Rough estimate,I need a better way to account for setup time.,clean
R_PD_000356,05/10/26 08:13 AM,"May 10, 2026 08:21 AM",IP Address,100,514,Complete,"May 10, 2026 08:23 AM",newsletter,en-US,contact0@urbanmonogramscollecti.example,Urban Monograms Collective #1385,Northeast,3 employees,$1m+,2 yrs,four,Mixed services,Contract/B2B,stitch rate,as needed,Always,Yes,Rough estimate,Rough estimate,I have a basic spreadsheet,Depends on the job,For larger jobs only,Depends on the job,Sometimes,Depends on the job,Pricing is the hardest part of the business.,clean
R_PD_000357,04/30/2026 23:45,"Apr 30, 2026 11:55 PM",IP Address,100,612,TRUE,04/30/26 11:56 PM,email,EN,sales @ silverwearablesshop138.example,SILVER WEARABLES SHOP #1386,Canada/Other,about 8,$250k-$500k,6,3,Decorated apparel,Mostly consumers,premium pricing,as needed,Rough estimate,Depends on the job,Sometimes,Rough estimate,Not yet,No consistent process,Partially,Partially,Depends on the job,I have a basic spreadsheet,We are trying to stop undercharging.,clean
R_PD_000358,2026-03-23 05:42:55,03/23/26 05:51 AM,IP Address,100,534,Complete,2026-03-23 05:52:37,email,en-US,office @ riverdecoratedgoodsstu.example,River Decorated Goods Studio #1387,Canada/Other,30 employees,1M+,20+,24-head,Promotional products,Small business/local orgs,hybrid,every few months,We use a calculator/spreadsheet,Always,Partially,Always,Yes,Built into our quote process,We use a calculator/spreadsheet,Partially,Built into our quote process,We use a calculator/spreadsheet,,clean
R_PD_000359,"Mar 25, 2026 11:12 PM",2026-03-25 23:17:42,IP Address,100,314,TRUE,03/25/2026 23:18,email,EN,sales@lakesidedecoratedgoods.example,Lakeside Decorated Goods Studio #1388,South,solo,$250k-$500k,new,1 machines,Mixed services,Small business/local orgs,per 1000 stitches,only when vendors raise prices,Sometimes,I have a basic spreadsheet,Sometimes,Sometimes,I have a basic spreadsheet,No consistent process,Sometimes,Rough estimate,Not yet,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000360,"May 02, 2026 05:57 PM",05/02/2026 18:06,IP Address,100,530,Y,05/02/2026 18:06,social,English,SALES4@SUMMITPRINTSTITCHCOMPA.EXAMPLE,Summit Print & Stitch Company #1389,Midwest,about 8,50k-100k,about 15,10 heads,Custom embroidery,Contract/B2B,cost based,as needed,"Yes, documented",Yes,Built into our quote process,,Rough estimate,Partially,I don't track this,Partially,Depends on the job,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000361,"Feb 16, 2026 11:02 AM","Feb 16, 2026 11:12 AM",IP Address,100,613,TRUE,2026-02-16T11:12:54Z,web,en-US,owner@magnoliamonogramscompa.example,Magnolia Monograms Company #1390,South,small team,500k-1M,10 years,five,Decorated apparel,Mixed,stitch rate,every job,Built into our quote process,"Yes, documented",Yes,We review and adjust,Rough estimate,Sometimes,Built into our quote process,We review and adjust,I have a basic spreadsheet,Always,Rush jobs are where we get into trouble.,clean
R_PD_000362,05/04/26 03:06 AM,2026-05-04T03:15:41Z,IP Address,100,581,True,"May 04, 2026 03:16 AM",email,EN,hello@blueridgeworkscompany1.example,Blue Ridge Works Company #1391,Midwest,me + 2,$250k-$500k,new,5 machines,Custom embroidery,Contract/B2B,stitch count,yearly,Rough estimate,Depends on the job,No consistent process,Partially,For larger jobs only,I have a basic spreadsheet,Depends on the job,Rough estimate,No consistent process,Rough estimate,,clean
R_PD_000363,05/05/26 08:06 AM,05/05/26 08:10 AM,IP Address,100,253,TRUE,05/05/2026 08:11,anonymous,EN,info0@summitdigitizing1392.example,Summit Digitizing #1392,Midwest,about 15,250k-500k,13 years,4-head,Team/school spiritwear,Mixed,competitive pricing,yearly,For larger jobs only,Sometimes,I have a basic spreadsheet,Sometimes,I usually guess,Not yet,Depends on the job,Partially,Rough estimate,,,clean
R_PD_000364,2026-05-03T02:40:20Z,05/03/26 02:53 AM,IP Address,100,806,True,"May 03, 2026 02:54 AM",web,en-US,hello2@mapledecoratedgoodsstu.example,Maple Decorated Goods Studio #1394,South,6-10,n/a,0 yrs,5 machines,Custom embroidery,Small business/local orgs,cost based,as needed,Partially,I have a basic spreadsheet,I have a basic spreadsheet,For larger jobs only,Depends on the job,Not really,No,Sometimes,I have a basic spreadsheet,Rough estimate,,clean
R_PD_000365,2026-03-06 02:16:53,2026-03-06 02:22:39,IP Address,100,346,True,2026-03-06 02:23:51,newsletter,en-US,SALES@PRAIRIETHREADSLLC1395.EXAMPLE,Prairie Threads LLC #1395,South,2-5,,10,three,Promotional products,Mostly consumers,depends,quarterly,Built into our quote process,Depends on the job,For larger jobs only,Rough estimate,Partially,I have a basic spreadsheet,Sometimes,No consistent process,For larger jobs only,Not yet,Pricing is the hardest part of the business.,clean
R_PD_000366,2026-02-08T01:35:10Z,2026-02-08T01:46:40Z,IP Address,100,690,True,2026-02-08T01:47:14Z,social,English,owner@pinethreadsshop1396.example,Pine Threads Shop #1396,West,just me,250k-500k,22,1 machines,Promotional products,Small business/local orgs,job costing,when costs change,Built into our quote process,Partially,Built into our quote process,Yes,"Yes, documented",Partially,For larger jobs only,Sometimes,We review and adjust,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000367,2026-04-02T20:50:24Z,04/02/2026 20:59,IP Address,100,549,Y,04/02/2026 21:00,newsletter,EN,contact@northstardesignscompan.example,North Star Designs Company #1397,Midwest,26+,1M+,20+,8 heads,Custom embroidery,Contract/B2B,hourly rate,once a year,"Yes, documented",Partially,We use a calculator/spreadsheet,Always,We use a calculator/spreadsheet,Always,Partially,We review and adjust,We review and adjust,Built into our quote process,,clean
R_PD_000368,2026-02-17T13:27:53Z,02/17/2026 13:35,IP Address,100,457,True,2026-02-17T13:36:13Z,anonymous,en-US, info@heritagedecoratedgoods.example ,HERITAGE DECORATED GOODS LLC #1398,Midwest,2-5 employees,About $500k-$1M,about 14,2 machines,Decorated apparel,Contract/B2B,I quote each job,not often,Yes,Sometimes,Rough estimate,Rough estimate,I have a basic spreadsheet,I have a basic spreadsheet,Depends on the job,I have a basic spreadsheet,I have a basic spreadsheet,Sometimes,Rush jobs are where we get into trouble.,clean
R_PD_000369,2026-03-21 08:47:41,03/21/2026 09:01,IP Address,100,828,True,2026-03-21T09:02:04Z,newsletter,en-US,contact0@ironcreative1399.example,Iron Creative #1399,West,one-person shop,$100k-$250k,8,one,Decorated apparel,Mixed,time based,every job,We review and adjust,We review and adjust,Sometimes,Depends on the job,Always,Partially,Partially,Partially,Sometimes,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000370,02/28/2026 04:46,02/28/2026 04:56,IP Address,100,625,TRUE,2026-02-28 04:56:44,web,EN,owner+nnep@pinewearablesgroup1400.example,Pine Wearables Group #1400,South,solo,$100k-$250k,24 yrs,1,Team/school spiritwear,Mixed,depends,every few months,Rough estimate,I have a basic spreadsheet,Rough estimate,Sometimes,Partially,Sometimes,I usually guess,Depends on the job,For larger jobs only,For larger jobs only,,clean
R_PD_000371,02/24/2026 16:27,02/24/2026 16:37,IP Address,100,592,True,02/24/2026 16:38,web,EN,info@redbarnthreadscollecti.example,Red Barn Threads Collective #1401,South,small team,$250k-$500k,23,two,Decorated apparel,Mostly consumers,match local shops,rarely,For larger jobs only,No consistent process,Partially,I don't track this,Not really,I don't track this,No,I don't track this,I don't track this,No consistent process,Most customers compare us by stitch count.,clean
R_PD_000372,2026-05-10T04:49:43Z,"May 10, 2026 05:02 AM",IP Address,100,737,Y,2026-05-10T05:03:10Z,social,en-US,quotes@willowstudiostudio1403.example,WILLOW STUDIO STUDIO #1403,Northeast,6 to 10,$100k-$250k,less than 1,2-head,Team/school spiritwear,Mixed,I quote each job,rarely,Always,Always,Partially,For larger jobs only,Rough estimate,I have a basic spreadsheet,Depends on the job,Sometimes,Depends on the job,Rough estimate,Rush jobs are where we get into trouble.,clean
R_PD_000373,2026-05-20T16:37:35Z,2026-05-20 16:45:42,IP Address,100,487,TRUE,05/20/26 04:45 PM,web,en-US,office@summitcreativegroup140.example,Summit Creative Group #1404,Northeast,26+,,18,10+,Decorated apparel,Corporate/commercial,$/hour,each estimate,"Yes, documented",Yes,Built into our quote process,Rough estimate,Always,We review and adjust,Sometimes,Partially,For larger jobs only,Partially,,clean
R_PD_000374,"Apr 25, 2026 04:15 AM",2026-04-25T04:24:17Z,IP Address,100,500,TRUE,04/25/26 04:25 AM,social,EN,office@blueridgedecoratedgood.example,Blue Ridge Decorated Goods Group #1405,South,6 to 10,About $1M+,10 yrs,10+,Custom embroidery,Mostly consumers,stitch count,once a year,Built into our quote process,Partially,Rough estimate,Depends on the job,I have a basic spreadsheet,Sometimes,Sometimes,Not really,Depends on the job,Sometimes,Pricing is the hardest part of the business.,clean
